system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
1_1035_0,0.013476769,0.35775056,0.010235845,0.21540964,0.021587426,0.42454025,151.5,8300.0,1399.0,20546.5,635.5,13263.5,379.0,9719.0,0.010442066,0.35471588,0.007556884,0.21273068,0.011271465,0.41422427,-44.0,8104.5,419.0,19566.5,74.0,12702.0,-20.0,9320.0,-6.610126E-4,0.3436128,-5.3676317E-4,0.20463704,0.0100780185,0.41303083,-76.5,8072.0,284.5,19432.0,202.0,12830.0,153.0,9493.0,0.0,0.3442738,0.0,0.20517379,0.0,0.40295282,0.0,8148.5,0.0,19147.5,0.0,12628.0,0.0,9340.0,1,-14.738793613841608,-62.37654296222825,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1036_0,0.008179298,0.3372753,-0.0023008194,0.19687338,0.020126376,0.40087572,209.0,8415.0,1379.0,19676.0,984.0,13203.0,515.0,9751.0,0.005021409,0.3341174,0.005097326,0.20427153,0.020398656,0.401148,36.0,8242.0,987.0,19284.0,523.0,12742.0,389.0,9625.0,0.037665844,0.36676183,0.03030908,0.22948328,0.03957053,0.42031989,48.5,8254.5,1928.0,20225.0,456.0,12675.0,134.5,9370.5,0.0,0.329096,0.0,0.19917421,0.0,0.38074934,0.0,8206.0,0.0,18297.0,0.0,12219.0,0.0,9236.0,1,-8.998558948317866,-68.96541607665971,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1037_0,-0.009621755,0.34044513,-0.0066887443,0.21410453,-0.015966924,0.38494632,-122.5,8077.5,-986.5,18188.5,-465.5,11773.5,-281.5,8949.5,8.482869E-4,0.35091516,-0.0017874809,0.2190058,-0.0039586267,0.39695463,-51.5,8148.5,-299.0,18876.0,-145.5,12093.5,-161.5,9069.5,-0.0057821507,0.34428474,-0.0118254805,0.20896779,-0.012049166,0.38886407,10.0,8210.0,-517.0,18658.0,-31.0,12208.0,-130.0,9101.0,0.0,0.3500669,0.0,0.22079328,0.0,0.40091324,0.0,8200.0,0.0,19175.0,0.0,12239.0,0.0,9231.0,1,-7.911148296891184,-61.63651083117059,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1038_0,-0.04390312,0.21769878,-0.03390439,0.13073766,-0.044213705,0.22787829,-216.5,8012.5,-1639.0,12742.0,-519.5,9795.5,-231.0,8186.0,-0.035576638,0.22602525,-0.026672449,0.1379696,-0.035193022,0.23689897,246.0,8475.0,-644.0,13737.0,91.0,10406.0,255.0,8672.0,-0.029596016,0.23200588,-0.021626621,0.14301543,-0.029124295,0.2429677,-61.0,8168.0,-970.0,13411.0,-260.0,10055.0,-57.0,8360.0,0.0,0.2616019,0.0,0.16464205,0.0,0.27209198,0.0,8229.0,0.0,14381.0,0.0,10315.0,0.0,8417.0,1,1.6020105619345488,-66.96361029752777,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1039_0,0.011497946,0.26549235,0.016068539,0.13008049,0.0064962343,0.323969,161.5,8639.0,555.0,16919.0,9.5,13024.0,85.0,9820.0,-0.004547471,0.24944693,0.0028501772,0.116862126,-0.0024026202,0.31507015,-20.5,8457.0,-126.5,16237.5,-175.0,12839.5,19.0,9754.0,-0.0044012107,0.2495932,-0.00348148,0.110530466,-0.0017273675,0.3157454,308.5,8786.0,530.5,16894.5,517.0,13531.5,410.5,10145.5,0.0,0.2539944,0.0,0.11401195,0.0,0.3174728,0.0,8477.5,0.0,16364.0,0.0,13014.5,0.0,9735.0,1,-12.145447220116962,-51.256387891641104,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1040_0,-0.00937455,0.37813857,-0.007138654,0.23773801,-0.021071268,0.42962036,64.5,8195.5,-932.0,20541.5,-375.0,12650.5,-210.0,9269.0,-0.0066260346,0.3808871,-0.009970989,0.23490568,-0.011237147,0.43945447,7.0,8138.0,-575.5,20898.0,-78.0,12947.5,-109.5,9369.5,0.0020608294,0.38957396,0.0049692923,0.24984595,-0.007395443,0.44329616,84.0,8215.0,-175.5,21298.0,-242.5,12783.0,-123.0,9356.0,0.0,0.38751313,0.0,0.24487667,0.0,0.4506916,0.0,8131.0,0.0,21473.5,0.0,13025.5,0.0,9479.0,1,-9.070244507990603,-56.658945841864316,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1041_0,0.003751891,0.3273246,0.0011611849,0.2018595,0.005267782,0.36929655,-139.0,8038.0,-87.0,17451.0,-86.0,11589.0,-119.0,8844.0,-0.0027667098,0.320806,-0.007749823,0.19294849,-0.003976758,0.36005202,-57.5,8119.5,-282.0,17256.0,-1.0,11674.0,-89.5,8873.5,-0.008011279,0.3155614,-0.0074106692,0.19328766,-0.0027405925,0.3612882,14.0,8191.0,-80.5,17457.5,127.0,11802.0,119.5,9082.5,0.0,0.3235727,0.0,0.20069832,0.0,0.36402878,0.0,8177.0,0.0,17538.0,0.0,11675.0,0.0,8963.0,1,-9.12117898460018,-61.31446480181374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1042_0,0.017127823,0.34488574,0.018666655,0.21223685,0.014230587,0.3945166,12.0,8138.0,644.0,18743.0,-48.5,12180.0,-33.5,9130.0,0.022284618,0.35004252,0.024103558,0.21767375,0.014926282,0.39521226,-41.5,8084.5,551.5,18650.5,-246.0,11982.5,-184.5,8979.0,0.026175661,0.35393357,0.021704962,0.21527515,0.023729434,0.40401542,67.0,8193.0,1202.0,19301.0,234.5,12463.0,46.5,9210.0,0.0,0.3277579,0.0,0.1935702,0.0,0.38028598,0.0,8126.0,0.0,18099.0,0.0,12228.5,0.0,9163.5,1,-5.443116885301211,-60.262627435638194,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1043_0,-0.029423356,0.32461017,-0.0290096,0.18943724,-0.030420488,0.37677297,-47.5,8008.0,-1431.5,17690.5,-210.0,12055.5,-102.5,9020.0,-0.018130671,0.33590287,-0.01577873,0.2026681,-0.023579776,0.38361368,-103.5,7952.0,-1272.0,17850.0,-431.5,11834.0,-249.0,8873.5,-0.01944512,0.3345884,-0.028622573,0.18982427,-0.01745676,0.38973668,-117.5,7938.0,-1045.0,18077.0,43.5,12309.0,-109.5,9013.0,0.0,0.35403353,0.0,0.21844684,0.0,0.40719345,0.0,8055.5,0.0,19122.0,0.0,12265.5,0.0,9122.5,1,0.8237101997733953,-59.34796281334769,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1044_0,0.0060941293,0.31397283,0.0046660877,0.17245431,0.0047723628,0.3646212,188.0,8827.0,606.5,18958.0,303.0,13381.0,186.5,9898.0,0.007266706,0.3151454,0.0079441955,0.17573242,0.009382798,0.36923164,-222.5,8416.5,-81.5,18270.0,-269.5,12808.5,-197.5,9514.0,0.04643659,0.35431528,0.03891708,0.2067053,0.040650208,0.40049905,-350.0,8289.0,1012.5,19364.0,-348.0,12730.0,-479.5,9232.0,0.0,0.3078787,0.0,0.16778822,0.0,0.35984883,0.0,8639.0,0.0,18351.5,0.0,13078.0,0.0,9711.5,1,-5.074717787283795,-56.1657707508827,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1045_0,0.032518044,0.36815676,0.022746589,0.21445392,0.04432076,0.45095873,-72.0,8196.5,2059.5,21661.0,716.0,14011.0,253.5,10003.5,0.021597005,0.35723573,0.0072933645,0.19900069,0.026680496,0.43331847,-14.5,8254.0,1275.5,20877.0,652.0,13947.0,137.0,9887.0,0.0107853385,0.34642407,-0.0017904444,0.18991688,0.015990961,0.4226289,170.5,8439.0,1192.0,20793.5,861.0,14156.0,343.5,10093.5,0.0,0.33563873,0.0,0.19170733,0.0,0.40663797,0.0,8268.5,0.0,19601.5,0.0,13295.0,0.0,9750.0,1,-10.123698841677566,-67.59476661615014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1046_0,-0.008880762,0.3328964,-0.011453885,0.19963297,-0.006941114,0.38039216,5.5,8216.0,-288.0,18304.0,101.0,12212.0,40.5,9161.0,-0.0044087744,0.3373684,-0.007574502,0.20351236,-0.0050918395,0.38224143,-63.5,8147.0,-363.0,18229.0,-47.0,12064.0,-88.5,9032.0,0.001209249,0.34298643,0.0022830989,0.21336997,-0.0053254482,0.38200784,84.5,8295.0,-42.0,18550.0,-85.0,12026.0,-45.5,9075.0,0.0,0.34177718,0.0,0.21108687,0.0,0.38733327,0.0,8210.5,0.0,18592.0,0.0,12111.0,0.0,9120.5,1,-12.859607870991981,-62.9586512663377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1047_0,-0.03698422,0.36151135,-0.032208245,0.2118673,-0.02895936,0.43365985,-26.0,8427.0,-1674.5,21332.5,-106.0,13873.5,108.5,10004.0,-0.0038118926,0.39468366,-6.9296395E-4,0.24338257,-0.0011909999,0.4614282,-187.0,8266.0,-577.0,22430.0,-330.5,13649.0,-160.5,9735.0,0.018463979,0.41695952,0.011211448,0.255287,0.03061906,0.49323827,-209.0,8244.0,1285.0,24292.0,432.0,14411.5,100.0,9995.5,0.0,0.39849555,0.0,0.24407554,0.0,0.4626192,0.0,8453.0,0.0,23007.0,0.0,13979.5,0.0,9895.5,1,-15.27724379514285,-66.82994098325078,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1048_0,0.0017660506,0.36080986,-8.9774304E-4,0.22202158,0.010212913,0.4091265,-54.5,8300.0,350.5,19794.0,246.5,12601.5,127.5,9297.5,0.007836678,0.36688048,-2.0886332E-4,0.22271046,0.015998429,0.41491202,16.5,8371.0,800.0,20243.5,514.0,12869.0,206.5,9376.5,0.004597295,0.3636411,0.0032006542,0.22611998,0.008962967,0.40787655,-104.0,8250.5,173.5,19617.0,26.5,12381.5,-15.5,9154.5,0.0,0.3590438,0.0,0.22291932,0.0,0.3989136,0.0,8354.5,0.0,19443.5,0.0,12355.0,0.0,9170.0,1,-7.112366346252106,-57.477670391810854,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1049_0,0.0036026477,0.35697052,-0.0030862421,0.23086682,-0.0013207492,0.40777016,-326.0,8163.0,-839.0,19404.0,-442.0,12125.0,-477.0,9195.0,-0.025912413,0.32745546,-0.041993722,0.19195934,-0.022811236,0.38627967,-390.5,8098.5,-1950.0,18293.0,-166.0,12401.0,-404.0,9268.0,0.02443504,0.3778029,-0.019323781,0.21462928,0.0369034,0.44599432,-555.5,7933.5,464.0,20707.0,822.0,13389.0,-321.0,9351.0,0.0,0.35336787,0.0,0.23395306,0.0,0.4090909,0.0,8489.0,0.0,20243.0,0.0,12567.0,0.0,9672.0,1,2.454152440450327,-74.25855922527717,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1050_0,-0.006536869,0.3514571,-9.897166E-4,0.22104402,-0.010491076,0.3955115,15.5,8080.5,-435.5,18654.5,-252.5,11900.5,-73.0,8952.0,-0.0058688005,0.35212514,-0.004044301,0.21798943,-0.0064427024,0.3995599,120.5,8185.5,-10.5,19079.5,97.0,12250.0,117.0,9142.0,-0.0018382855,0.35615566,-0.0025044845,0.21952926,-0.004237904,0.40176466,122.0,8187.0,93.5,19183.5,124.0,12277.0,82.5,9107.5,0.0,0.35799396,0.0,0.22203374,0.0,0.40600258,0.0,8065.0,0.0,19090.0,0.0,12153.0,0.0,9025.0,1,-12.255131516307955,-64.14954783849495,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1051_0,0.014706999,0.37901595,0.016105862,0.233464,0.018595373,0.4453001,-214.5,8121.5,416.0,21161.0,-186.5,13150.5,-137.0,9529.0,0.02391956,0.38822854,0.019943757,0.23730189,0.027287012,0.45399174,-178.5,8157.5,978.0,21723.0,53.5,13390.5,-93.0,9573.0,0.021101752,0.38541073,0.021004397,0.23836254,0.022502365,0.4492071,-35.0,8301.0,1096.0,21841.0,96.0,13433.0,23.0,9689.0,0.0,0.36430895,0.0,0.21735814,0.0,0.42670473,0.0,8336.0,0.0,20745.0,0.0,13337.0,0.0,9666.0,1,-9.944754437080958,-51.7719310331973,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1052_0,0.014777103,0.33309758,1.1220565E-4,0.19108331,0.024283268,0.38797453,143.5,8311.0,1344.0,18848.0,910.0,12800.5,378.0,9429.0,-8.809353E-4,0.31743953,-0.002230874,0.18874022,0.0021994151,0.36589068,-227.5,7940.0,-401.0,17103.0,-218.5,11672.0,-190.0,8861.0,-0.0033830954,0.31493738,0.0042436905,0.1952148,0.002427692,0.36611894,-8.5,8159.0,80.0,17584.0,-50.5,11840.0,110.0,9161.0,0.0,0.31832045,0.0,0.1909711,0.0,0.36369124,0.0,8167.5,0.0,17504.0,0.0,11890.5,0.0,9051.0,1,-10.645979347864657,-73.36976608316931,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1053_0,-0.012762734,0.16296369,-0.035944313,0.02540885,-0.0071887607,0.2835165,55.5,9861.5,-178.0,17666.0,1009.5,16790.5,205.0,12715.0,0.027336683,0.20306312,0.022666708,0.08401987,0.021270568,0.3119758,-249.0,9557.0,380.0,18224.0,-382.0,15399.0,-438.0,12072.0,-0.020938158,0.15478827,-0.030593606,0.030759554,-0.021270892,0.26943436,97.0,9903.0,-636.5,17207.5,399.5,16180.5,84.5,12594.5,0.0,0.17572643,0.0,0.06135316,0.0,0.29070523,0.0,9806.0,0.0,17844.0,0.0,15781.0,0.0,12510.0,1,-12.482045957076545,-61.24197075838529,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1054_0,0.028654056,0.34791115,0.013722641,0.19849676,0.02175411,0.41063792,-276.0,8061.0,346.5,19294.0,-134.5,12903.0,-443.0,9334.0,0.034211017,0.3534681,0.018129742,0.20290385,0.025023665,0.41390747,-163.5,8173.5,770.5,19718.0,28.5,13066.0,-358.0,9419.0,0.01393513,0.3331922,0.0030421887,0.1878163,0.008394711,0.39727852,-187.0,8150.0,-53.5,18894.0,-118.5,12919.0,-327.0,9450.0,0.0,0.31925708,0.0,0.18477412,0.0,0.3888838,0.0,8337.0,0.0,18947.5,0.0,13037.5,0.0,9777.0,1,0.9209977450435395,-74.28362222170409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1055_0,0.022261675,0.34028593,0.024655947,0.21338731,0.012276255,0.37965775,-91.5,8220.0,316.5,18281.5,-409.0,11851.5,-297.0,8998.5,0.03492119,0.35294545,0.04301215,0.23174351,0.028029904,0.3954114,-221.5,8090.0,707.0,18672.0,-614.5,11646.0,-365.5,8930.0,0.010807549,0.3288318,0.0113281235,0.20005949,0.0106737595,0.37805527,-118.0,8193.5,189.5,18154.5,-159.0,12101.5,-126.0,9169.5,0.0,0.31802425,0.0,0.18873137,0.0,0.3673815,0.0,8311.5,0.0,17965.0,0.0,12260.5,0.0,9295.5,1,-9.160525194044615,-65.38437202804565,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1056_0,-0.0051346817,0.29142153,-0.012755347,0.17404152,-0.001219232,0.32853636,-123.5,7932.0,-288.0,15694.0,90.0,11041.0,-60.0,8611.0,0.015085448,0.31164163,0.00837211,0.19516897,0.012703447,0.34245902,-9.5,8046.0,445.0,16427.0,111.0,11062.0,-50.0,8621.0,-0.0015635759,0.29499263,1.42571225E-5,0.18681112,5.7159617E-5,0.32981274,-92.0,7963.5,-180.5,15801.5,-124.0,10827.0,-68.5,8602.5,0.0,0.2965562,0.0,0.18679686,0.0,0.3297556,0.0,8055.5,0.0,15982.0,0.0,10951.0,0.0,8671.0,1,-8.819614543721256,-62.53446678917646,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1057_0,-0.021153236,0.31682807,-0.014636818,0.18991297,-0.022551417,0.373225,71.0,8254.0,-819.0,18084.0,-171.5,12311.5,29.0,9382.0,-0.055079978,0.28290135,-0.02179806,0.18275174,-0.037996363,0.35778004,438.0,8621.0,-676.5,18226.5,111.0,12594.0,835.0,10188.0,-0.013408947,0.32457235,0.00820155,0.21275134,-0.0068230364,0.3889534,-24.0,8159.0,-357.0,18546.0,-444.0,12039.0,104.0,9457.0,0.0,0.3379813,0.0,0.2045498,0.0,0.39577642,0.0,8183.0,0.0,18903.0,0.0,12483.0,0.0,9353.0,1,-12.580411480687633,-73.10431391671199,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1058_0,-0.0014086143,0.38568395,0.009157515,0.25289294,0.009327461,0.44861665,-113.5,8201.0,203.5,21546.0,-129.5,12848.0,121.5,9552.0,0.009501649,0.39659423,0.019164484,0.2628999,0.0015786156,0.4408678,-16.0,8298.5,42.5,21385.0,-496.0,12481.5,-191.0,9239.5,0.032927603,0.4200202,0.039714772,0.28345022,0.033255517,0.47254473,-250.5,8064.0,1170.5,22513.0,-408.5,12569.0,-235.5,9195.0,0.0,0.3870926,0.0,0.24373543,0.0,0.4392892,0.0,8314.5,0.0,21342.5,0.0,12977.5,0.0,9430.5,1,-10.846483319280134,-74.8180299842268,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1059_0,0.019008454,0.32611778,0.01303424,0.19894722,0.019214524,0.375663,3.0,8063.0,777.5,17766.0,208.0,11870.0,22.5,9028.0,0.0033653933,0.31047472,0.0055734017,0.19148639,0.005488231,0.36193672,-74.0,7986.0,57.5,17046.0,-95.0,11567.0,-36.5,8969.0,0.022026496,0.32913584,0.016952725,0.2028657,0.023233516,0.379682,55.0,8115.0,1060.5,18049.0,299.0,11961.0,104.5,9110.0,0.0,0.30710933,0.0,0.18591298,0.0,0.3564485,0.0,8060.0,0.0,16988.5,0.0,11662.0,0.0,9005.5,1,-12.61382880925688,-55.20906497329541,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1060_0,-0.004767518,0.31552935,-0.0019435788,0.20241912,-0.0023882014,0.34556425,-106.5,8026.0,-310.0,16502.0,-160.5,10946.0,-69.0,8586.0,0.018006198,0.33830306,0.0023113987,0.2066741,0.022119643,0.3700721,80.5,8213.0,1051.0,17863.0,637.5,11744.0,177.0,8832.0,-0.013420439,0.30687642,-0.013872722,0.19048998,-0.011396023,0.33655643,32.5,8165.0,-363.0,16449.0,78.5,11185.0,69.0,8724.0,0.0,0.32029685,0.0,0.2043627,0.0,0.34795246,0.0,8132.5,0.0,16812.0,0.0,11106.5,0.0,8655.0,1,-6.733456959410492,-59.336374546182554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1061_0,0.003991166,0.37940687,0.0069765635,0.22570941,0.0023065323,0.43796661,-10.0,8281.0,95.0,21187.0,-137.0,13384.0,-46.0,9532.0,0.021073408,0.3964891,0.019658374,0.23839122,0.019642131,0.4553022,-13.5,8277.5,1023.5,22115.5,80.0,13601.0,-20.5,9557.5,0.022319665,0.3977354,0.019817926,0.23855077,0.030767914,0.46642798,-94.0,8197.0,1436.0,22528.0,329.0,13850.0,129.0,9707.0,0.0,0.3754157,0.0,0.21873285,0.0,0.43566006,0.0,8291.0,0.0,21092.0,0.0,13521.0,0.0,9578.0,1,-9.137618154299567,-65.50294964554942,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1062_0,0.011571229,0.3482587,0.009119336,0.22791119,0.015561553,0.4087331,35.0,7962.0,771.0,18970.0,263.0,11928.0,139.0,9170.0,0.0026145303,0.339302,0.0026772073,0.22146906,-0.006394141,0.3867774,-138.0,7789.0,-584.5,17614.5,-438.0,11227.0,-341.5,8689.5,0.031078903,0.36776638,0.021757971,0.24054983,0.020840716,0.41401225,2.0,7929.0,934.0,19133.0,48.0,11713.0,-187.0,8844.0,0.0,0.33668748,0.0,0.21879186,0.0,0.39317155,0.0,7927.0,0.0,18199.0,0.0,11665.0,0.0,9031.0,1,-10.895531333793059,-74.09255056077187,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1063_0,0.015237355,0.3360315,0.005759038,0.19752926,0.012540385,0.38512135,44.0,8133.0,625.0,18321.0,276.0,12277.0,5.0,9105.0,5.693697E-4,0.3213635,-0.0027419468,0.18902826,8.5901737E-4,0.37343997,19.0,8108.0,77.0,17773.0,121.0,12122.0,28.0,9128.0,0.018879369,0.33967352,0.014740469,0.20651068,0.011003884,0.38358483,101.0,8190.0,687.0,18383.0,89.0,12090.0,-39.0,9061.0,0.0,0.32079414,0.0,0.19177021,0.0,0.37258095,0.0,8089.0,0.0,17696.0,0.0,12001.0,0.0,9100.0,1,-10.12801075504134,-52.09262958962797,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1064_0,0.026993766,0.358674,0.011706371,0.22501902,0.035726413,0.41598648,222.0,8300.0,2133.0,20124.0,1066.0,12731.0,470.0,9499.0,0.018850977,0.35053122,0.012651387,0.22596404,0.022379471,0.40263954,205.0,8283.0,1458.0,19449.0,614.5,12279.5,324.0,9353.0,0.010387531,0.34206778,-0.003608202,0.20970444,0.01633685,0.39659694,264.5,8342.5,1318.0,19309.0,949.5,12614.5,437.0,9466.0,0.0,0.33168024,0.0,0.21331266,0.0,0.38026008,0.0,8078.0,0.0,17991.0,0.0,11665.0,0.0,9029.0,1,-14.941992531109443,-64.12340686372707,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1065_0,-0.0014132069,0.34046957,-0.0022833173,0.2088294,-9.6526195E-4,0.39432517,-26.0,8159.5,-103.0,18784.0,-8.5,12294.0,-21.0,9242.0,0.012721785,0.35460454,0.005572678,0.2166854,0.011538237,0.40682867,-81.0,8104.5,334.5,19221.5,72.5,12375.0,-105.0,9158.0,-0.0013778312,0.34050494,-0.0029408343,0.20817187,-0.0045340415,0.39075637,-161.0,8024.5,-569.0,18318.0,-297.0,12005.5,-251.0,9012.0,0.0,0.34188277,0.0,0.21111271,0.0,0.39529043,0.0,8185.5,0.0,18887.0,0.0,12302.5,0.0,9263.0,1,-11.219733319831795,-53.68669006129806,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1066_0,0.003530227,0.3302875,0.015980486,0.21354026,0.0042408467,0.38497236,-192.0,7952.0,-251.0,17907.0,-562.0,11605.0,-199.0,9015.0,0.017447952,0.34420523,0.02270704,0.2202668,0.012462055,0.39319357,-156.0,7988.0,182.0,18340.0,-448.0,11719.0,-266.5,8947.5,0.016251992,0.34300926,0.0152839655,0.21284373,0.0119473655,0.39267886,-114.0,8030.0,256.0,18414.0,-216.0,11951.0,-206.0,9008.0,0.0,0.32675728,0.0,0.19755977,0.0,0.3807315,0.0,8144.0,0.0,18158.0,0.0,12167.0,0.0,9214.0,1,-12.302562563309467,-61.82003664371621,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1067_0,0.044904053,0.34887087,0.05743182,0.2196335,0.03559819,0.38882884,-440.0,8201.0,556.5,18636.0,-1109.0,11924.0,-654.5,8996.0,0.044755064,0.3487219,0.045528386,0.20773007,0.02908859,0.38231924,-12.0,8629.0,1231.5,19311.0,-365.0,12668.0,-325.5,9325.0,0.033778433,0.33774525,0.031371992,0.19357368,0.024926495,0.37815717,-227.0,8414.0,568.0,18647.5,-434.0,12599.0,-419.0,9231.5,0.0,0.30396682,0.0,0.16220169,0.0,0.35323066,0.0,8641.0,0.0,18079.5,0.0,13033.0,0.0,9650.5,1,-3.906997749456829,-61.96286877389121,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1068_0,-0.008187107,0.25263003,-0.011326823,0.09549469,-0.009075079,0.3320295,-194.5,8538.5,-748.0,17027.0,-285.5,14058.5,-262.0,10159.0,-0.038285132,0.222532,-0.020334749,0.08648676,-0.04343184,0.29767272,-11.5,8721.5,-1660.5,16114.5,-795.0,13549.0,-173.0,10248.0,-0.04334229,0.21747485,-0.041789237,0.06503227,-0.0463655,0.29473907,413.0,9146.0,-984.5,16790.5,396.0,14740.0,371.0,10792.0,0.0,0.26081714,0.0,0.10682151,0.0,0.34110457,0.0,8733.0,0.0,17775.0,0.0,14344.0,0.0,10421.0,1,-10.257368155954552,-58.0988554107795,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1069_0,0.015692541,0.3150706,0.0132672405,0.19080044,0.011102648,0.36150944,72.5,8037.0,581.0,17138.0,81.5,11646.0,-1.5,8926.0,0.0064802836,0.30585834,0.0028859868,0.18041919,0.00678468,0.35719147,64.5,8029.0,395.0,16952.0,205.5,11770.0,83.5,9011.0,0.012961181,0.31233925,0.010929191,0.18846239,0.013794386,0.36420116,120.0,8084.5,789.5,17346.5,280.5,11845.0,162.0,9089.5,0.0,0.29937807,0.0,0.17753321,0.0,0.3504068,0.0,7964.5,0.0,16557.0,0.0,11564.5,0.0,8927.5,1,-10.487786026331209,-54.384950531644165,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1070_0,-0.009396312,0.33338144,-0.014256899,0.20468256,-0.003435618,0.38061962,167.0,8287.0,226.0,18472.0,503.5,12195.0,304.5,9235.0,-0.0034614645,0.3393163,-0.0057572406,0.21318221,-0.0012793673,0.38277584,-93.0,8027.0,-263.0,17983.0,-28.5,11663.0,-59.5,8871.0,-0.006500419,0.33627734,-0.014884444,0.20405501,-0.0016504305,0.3824048,25.0,8145.0,-14.5,18231.5,360.5,12052.0,125.0,9055.5,0.0,0.34277776,0.0,0.21893945,0.0,0.38405523,0.0,8120.0,0.0,18246.0,0.0,11691.5,0.0,8930.5,1,-9.16995750452787,-59.121048372579104,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1071_0,0.0996021,0.31509626,0.03602175,0.19877167,0.004554934,0.21880795,5481.0,16639.0,8717.0,25960.0,4935.0,17351.0,2391.0,13520.0,0.13474007,0.3502342,0.044422742,0.20717266,0.20755468,0.4218077,-2835.5,8322.5,3222.5,20465.5,1025.0,13441.0,-1280.5,9848.5,0.14660595,0.3621001,0.048248727,0.21099865,0.19066332,0.40491635,-2213.0,8945.0,3875.0,21118.0,1343.0,13759.0,-1239.0,9890.0,0.0,0.21549416,0.0,0.16274993,0.0,0.21425302,0.0,11158.0,0.0,17243.0,0.0,12416.0,0.0,11129.0,1,-13.035318340565759,-70.64544532102003,"{""type"":""MultiPoint"",""coordinates"":[]}"
